time,c_S,OD,DCW,c_Ac,XOD,q_S_meas_DCW,q_S_meas_OD,ΔSΔt,Q_S_cum_offline,Volume,qX_DCW,qX_OD,Y_XS
0.0,14.880000114440918,0.8100000023841858,0.5210000276565552,14.300000190734863,3.0228496426983926,NaN,NaN,NaN,-0.0,1.4967333502236937,NaN,NaN,NaN
1.0,11.8100004196167,1.3300000429153442,1.25,186.27999877929688,3.206054540308751,1.8286012728319858,0.712948442486527,-3.6239721223696897,-0.014880750172865867,1.578951705139027,0.6049033726247522,0.10623935225162187,0.058098697529115895
2.0,9.899999618530273,2.2300000190734863,3.25,764.0700073242188,3.523139906904021,0.614223570069562,0.5666044084182487,-3.147956284707737,-0.03753970275735502,1.565602486138245,0.6121051654311568,0.08224161576827194,0.13389524560081262
3.0,6.75,3.6500000953674316,4.349999904632568,0.0,4.023430192109384,0.7450228220998623,0.8054940810056387,-5.027716530929265,-0.03750000978566995,1.5513699977199122,0.2460193027787841,0.1163108287216371,0.15611713530306712
4.166666666666666,0.0,7.0,5.099999904632568,0.0,5.203692387658473,1.1405179074998728,1.1177911348634553,-8.975783558236639,1.4216340127237649e-6,1.54864763055031,0.12476523537044158,0.19324565078270772,0.16943675282251477
6.166666666666666,0.0,18.200000762939453,10.050000190734863,0.0,9.149643989728222,-4.6284790896419104e-8,-5.0839372314304905e-8,0.0,-8.856768069120233e-9,1.5376259205841944,0.244449918860674,0.21359582484794504,-4.614816675437767e6
8.166666666666668,0.0,21.799999237060547,10.800000190734863,21.649999618530273,10.41798495211567,0.09446606905479121,0.09793002855149355,0.0,3.12524626542642,1.5316327481978778,0.032901622032050534,0.05915438770892896,0.6261971975844455
10.166666666666668,0.0,26.899999618530273,13.449999809265137,0.0,12.214802211486566,0.17824612927459266,0.19627091484879236,0.0,10.506489225112585,1.5394199810502756,0.10054394041631703,0.07570802721568126,0.42473868870976234
12.166666666666668,0.0,30.899999618530273,13.850000381469727,17.389999389648438,13.624070544798403,0.1351752380482345,0.13741686762243724,0.0,16.27076200843121,1.5394571346467278,0.01445217207316243,0.051730616169194395,0.38269299108417615
14.166666666666668,0.0,36.0,16.299999237060547,26.020000457763672,15.420887804169299,0.12270743110620835,0.12970271613493528,0.0,22.432110625566313,1.5402362430780085,0.07536824579123019,0.05848265160907675,0.4766023628875223
16.166666666666664,0.0,39.599998474121094,18.950000762939453,15.430000305175781,16.689228766556745,0.11540755079189897,0.13104099692958232,0.0,29.192460147653037,1.5455949797760336,0.07141201029224648,0.03960059462064328,0.343136946836784
18.166666666666664,0.0,45.400001525878906,19.799999237060547,22.809999465942383,18.732668925045324,0.12212461691859486,0.12908290492347124,0.0,36.71069933000248,1.5545967464437342,0.024235529220984355,0.05712153980273226,0.46773157815355126
20.166666666666664,0.0,48.29999923706055,21.799999237060547,19.049999237060547,19.754387660306598,0.12000061931163022,0.13242695518711564,0.0,44.79157888643455,1.544502701566979,0.042903620272021485,0.022761829677373075,0.18968093504803307
22.166666666666664,0.0,52.599998474121094,20.649999618530273,18.850000381469727,21.26935084982022,0.1365642274641209,0.1325875559132457,0.0,53.56634240374946,1.5557808626264213,-0.024018575313140035,0.0389801888530912,0.2854348432010304
24.166666666666664,0.0,64.25,25.75,34.2599983215332,25.373845408184156,0.15350746435715507,0.15578313588691564,0.0,66.16601781636071,1.5937589258708325,0.10858396445203775,0.09086772108946058,0.5919433394981042
26.166666666666664,0.0,77.25,28.100000381469727,60.689998626708984,29.953967491447628,0.20113799394239187,0.18868878415265036,0.0,84.55195625998236,1.6265048623994875,0.05103945552571358,0.08497983004587761,0.4224951655340501
28.166666666666664,2.640000104904175,86.75,28.299999237060547,210.0,33.30097978306324,0.2599100557955305,0.2208780170623939,2.2325035122628427,113.89738311288198,1.6912904723872175,0.022550910023882972,0.0674816769191326,0.25963472907035184
30.166666666666664,1.850000023841858,87.0,30.399999618530273,299.2200012207031,33.38905905389523,0.310232543342675,0.2824598675886541,-0.6100310627727359,145.7619690908074,1.7540242471140632,0.05118696712374227,0.01915462259376711,0.06174278941654873
32.166666666666664,0.1120000034570694,96.5,36.099998474121094,124.68000030517578,36.736071345510844,0.2773076345050322,0.2725061449369467,-1.5197111439084692,179.46266747167618,1.8350232573167196,0.09753286825926927,0.0656143253580905,0.23661204090253715
34.166666666666664,0.125,92.75,41.650001525878906,78.0,35.414882283031,0.24091112664999528,0.283325770007748,0.017346469424206687,218.06232885847925,1.9217244000935096,0.08617889622848372,0.004746697622127978,0.019703106652372092
